nearestid,country,averageincquintile,lengthinmetres,lengthinmetresbeforesimplification,startlat,startlon,endlat,endlon,average2019detachedhouseprice,coastalpopulationdensity
E02006293,EnglandAndWales,3,24853,36155,52.0849,1.5809,51.9304,1.3199,290692,421
E02004573,EnglandAndWales,3,15505,20083,51.9304,1.3199,52.0291,1.1608,331971,1694
E02006237,EnglandAndWales,3,11520,14356,52.0291,1.1608,51.9558,1.2791,344978,2209
E02006236,EnglandAndWales,3.1,15031,18695,51.9558,1.2791,51.95,1.0608,403271,1392
E02004573,EnglandAndWales,3,15828,20296,51.95,1.0608,51.9466,1.2908,384014,959
E02004573,EnglandAndWales,2.4,17227,42533,51.9466,1.2908,51.8013,1.2049,345520,881
E02004584,EnglandAndWales,2.2,11755,12597,51.8013,1.2049,51.7679,1.0434,344183,906
E02004524,EnglandAndWales,3,10336,22262,51.7679,1.0434,51.8488,0.9699,385279,2241
E02004524,EnglandAndWales,3.1,7280,32183,51.8488,0.9699,51.7846,0.99,389685,3039
E02004524,EnglandAndWales,3.3,21543,54498,51.7846,0.99,51.7266,0.6925,425814,1030
E02004557,EnglandAndWales,3.5,17447,33954,51.7266,0.6925,51.7392,0.9441,454222,819
E02004560,EnglandAndWales,3.1,20767,39585,51.7392,0.9441,51.5583,0.8708,431396,560
E02003287,EnglandAndWales,3.6,44039,77256,51.5583,0.8708,51.4659,0.2542,477778,2865
E02003308,EnglandAndWales,3.4,31113,41516,51.4659,0.2542,51.4721,0.7017,481758,3811
E02003314,EnglandAndWales,3.2,15368,28634,51.4721,0.7017,51.39,0.5241,452853,4018
E02003320,EnglandAndWales,3.2,12188,28643,51.39,0.5241,51.3795,0.6983,447440,3545
E02005116,EnglandAndWales,3.1,8260,25611,51.3795,0.6983,51.4463,0.75,449662,3133
E02005115,EnglandAndWales,2.9,11390,12186,51.4463,0.75,51.4149,0.9058,479125,1151
E02005120,EnglandAndWales,3.2,6902,11006,51.4149,0.9058,51.3529,0.9067,468017,1586
E02005119,EnglandAndWales,3.3,11413,15377,51.3529,0.9067,51.3875,0.7525,443170,1529
E02005119,EnglandAndWales,3.3,11369,19104,51.3875,0.7525,51.3396,0.8966,443170,1505
E02005011,EnglandAndWales,3.1,37408,41048,51.3396,0.8966,51.3929,1.4266,455745,875
E02005044,EnglandAndWales,3,26773,36803,51.3929,1.4266,51.1533,1.3942,387559,876
E02005049,EnglandAndWales,3.5,27493,35117,51.1533,1.3942,51.0484,1.0391,399507,700
E02005114,EnglandAndWales,3.6,16008,18524,51.0484,1.0391,50.9104,0.975,395370,545
E02004393,EnglandAndWales,3.3,14660,15501,50.9104,0.975,50.9337,0.7699,481264,209
E02004367,EnglandAndWales,2.6,43565,49536,50.9337,0.7699,50.7321,0.24,382838,767
,,,,,,,,,,
18246Ballintemple,Ireland,4.4,14778,21148,51.8587,-8,51.7838,-8.1767,0,151
18253Corkbeg,Ireland,4.5,7231,10783,51.7838,-8.1767,51.8142,-8.2692,0,739
18253Corkbeg,Ireland,4.5,8347,12606,51.8142,-8.2692,51.8612,-8.175,0,909
17041Knockrea B,Ireland,3.2,20244,40595,51.8612,-8.175,51.9004,-8.4617,0,1369
18195Templebreedy,Ireland,3.2,17198,56017,51.9004,-8.4617,51.7975,-8.2759,0,1524
18195Templebreedy,Ireland,4.6,10452,21746,51.7975,-8.2759,51.7146,-8.3467,0,490
18194Nohaval,Ireland,4.6,13209,35408,51.7146,-8.3467,51.6954,-8.535,0,170
18189Kinsale Rural,Ireland,4.4,9939,19605,51.6954,-8.535,51.6062,-8.5334,0,155
18057Butlerstown,Ireland,4.1,16375,24791,51.6062,-8.5334,51.6437,-8.7617,0,154
18057Butlerstown,Ireland,4.1,8911,19586,51.6437,-8.7617,51.5696,-8.7134,0,195
18001Clonakilty Urban,Ireland,3.9,13236,19972,51.5696,-8.7134,51.6213,-8.8851,0,121
18001Clonakilty Urban,Ireland,3.7,9508,19667,51.6213,-8.8851,51.5388,-8.92,0,164
18070Rathbarry,Ireland,2.7,15528,29525,51.5388,-8.92,51.5629,-9.1401,0,121
18292Castlehaven North,Ireland,2.2,18052,51223,51.5629,-9.1401,51.4662,-9.3483,0,75
18306Skibbereen Rural,Ireland,1.6,8582,16698,51.4662,-9.3483,51.5417,-9.3242,0,117
18306Skibbereen Rural,Ireland,1.6,8304,12037,51.5417,-9.3242,51.4946,-9.4167,0,134
18316Kilcoe,Ireland,1.7,7888,20679,51.4946,-9.4167,51.5604,-9.4584,0,140
18318Skull,Ireland,1.6,25537,67158,51.5604,-9.4584,51.4446,-9.775,0,35
18312Crookhaven,Ireland,1.3,6256,21167,51.4446,-9.775,51.4816,-9.8425,0,13
18313Dunbeacon,Ireland,1.5,25489,34309,51.4816,-9.8425,51.61,-9.5392,0,34
18045Sheepshead,Ireland,1.5,23424,30511,51.61,-9.5392,51.5408,-9.8575,0,38
18045Sheepshead,Ireland,1.6,34786,46971,51.5408,-9.8575,51.7296,-9.4584,0,36
18050Curryglass,Ireland,1.6,50680,95372,51.7296,-9.4584,51.6116,-10.1642,0,28
18051Kilcatherine,Ireland,1.5,51828,105973,51.6116,-10.1642,51.8825,-9.5559,0,22
19059Reen,Ireland,1.5,43128,67586,51.8825,-9.5559,51.7362,-10.1334,0,21
19008Cathair Dónall,Ireland,1.2,8075,15427,51.7362,-10.1334,51.7775,-10.2292,0,29
19013Doire Fhíonáin,Ireland,1.1,9052,14710,51.7775,-10.2292,51.8546,-10.1884,0,46
19015An tImleach,Ireland,1.1,13515,18313,51.8546,-10.1884,51.7821,-10.345,0,34
19023Toghroinn Fhíonáin,Ireland,1,7962,15108,51.7821,-10.345,51.8433,-10.4042,0,28
19024Teeranearagh,Ireland,1.3,12187,21066,51.8433,-10.4042,51.9025,-10.2559,0,47
19024Teeranearagh,Ireland,1.2,9911,27918,51.9025,-10.2559,51.9913,-10.26,0,59
19066Caragh,Ireland,2.2,39048,77379,51.9913,-10.26,52.1566,-9.7592,0,55
19040Cinn Aird,Ireland,2.1,48414,95059,52.1566,-9.7592,52.0929,-10.4567,0,48
19042Márthain,Ireland,1.4,17140,43727,52.0929,-10.4567,52.2354,-10.3634,0,29
19029Cé Bhréanainn,Ireland,1.5,13909,18322,52.2354,-10.3634,52.2912,-10.1817,0,22
19029Cé Bhréanainn,Ireland,1.5,6740,10360,52.2912,-10.1817,52.2308,-10.1842,0,43
19027An Baile Dubh,Ireland,1.5,6815,9781,52.2308,-10.1842,52.2471,-10.0883,0,55
19044An Sráidbhaile,Ireland,1.9,8773,15043,52.2471,-10.0883,52.3137,-10.0201,0,29
19032Deelis,Ireland,1.9,10046,15177,52.3137,-10.0201,52.232,-9.9583,0,41
19032Deelis,Ireland,2.5,16277,25283,52.232,-9.9583,52.2575,-9.7242,0,247
19138Blennerville,Ireland,2.7,10768,12925,52.2575,-9.7242,52.2742,-9.8792,0,365
19133Ballynahaglish,Ireland,2.2,12280,32498,52.2742,-9.8792,52.3808,-9.8342,0,268
19149Kerryhead,Ireland,2.1,8891,10947,52.3808,-9.8342,52.4183,-9.9492,0,89
19149Kerryhead,Ireland,1.9,22160,27559,52.4183,-9.9492,52.4695,-9.635,0,78
19110Killehenny,Ireland,1.7,12481,22943,52.4695,-9.635,52.5812,-9.6234,0,138
19100Beal,Ireland,1.8,10593,14472,52.5812,-9.6234,52.5463,-9.4784,0,143
21058Carrig,Ireland,2.8,54319,106475,52.5463,-9.4784,52.6533,-8.6976,0,283
21058Carrig,Ireland,3,18291,26710,52.6533,-8.6976,52.682,-8.9634,0,710
16045Urlan,Ireland,3.8,11817,20969,52.682,-8.9634,52.7879,-8.955,0,465
16075Lisheen,Ireland,3.3,23903,34002,52.7879,-8.955,52.6163,-9.1667,0,238
21123Loghill,Ireland,2.6,10392,13367,52.6163,-9.1667,52.5862,-9.3116,0,106
16068Coolmeen,Ireland,2.2,6449,10072,52.5862,-9.3116,52.6387,-9.2717,0,158
16068Coolmeen,Ireland,2.3,10545,13313,52.6387,-9.2717,52.6021,-9.415,0,120
16093Kilrush Rural,Ireland,1.9,14007,21409,52.6021,-9.415,52.6671,-9.5917,0,96
16098Moyarta,Ireland,1.7,12008,25307,52.6671,-9.5917,52.5812,-9.6984,0,97
16086Kilballyowen,Ireland,1.5,16690,20473,52.5812,-9.6984,52.5575,-9.9409,0,27
16097Moveen,Ireland,1.8,37249,57012,52.5575,-9.9409,52.7533,-9.4959,0,25
16078Cloonadrum,Ireland,1.8,23729,37261,52.7533,-9.4959,52.9433,-9.3375,0,62
16054Ennistimon,Ireland,1.8,9548,12540,52.9433,-9.3375,52.9408,-9.4792,0,92
16051Cloghaun,Ireland,1.7,27281,32758,52.9408,-9.4792,53.1508,-9.2708,0,28
16011Gleninagh,Ireland,3.2,22880,66019,53.1508,-9.2708,53.1388,-8.93,0,78
27093Killeenavarra,Ireland,3.9,8460,18367,53.1388,-8.93,53.2083,-8.8792,0,468
27043Ballynacourty,Ireland,3.7,11349,31865,53.2083,-8.8792,53.2154,-9.0484,0,865
27060Oranmore,Ireland,3.7,9684,27926,53.2154,-9.0484,53.2675,-8.9325,0,1028
27060Oranmore,Ireland,3.8,6932,12507,53.2675,-8.9325,53.2771,-9.035,0,1422
26014Nuns Island,Ireland,3.4,33604,43016,53.2771,-9.035,53.2196,-9.5283,0,303
27054Cill Chuimin,Ireland,1.7,7820,15206,53.2196,-9.5283,53.2871,-9.56,0,100
27152An Crompán,Ireland,1.6,7372,11679,53.2871,-9.56,53.2304,-9.6167,0,103
27149Camas,Ireland,1.7,17214,44565,53.2304,-9.6167,53.3812,-9.5616,0,48
27149Camas,Ireland,1.5,17606,54473,53.3812,-9.5616,53.2912,-9.7783,0,49
27039Scainimh,Ireland,1.2,9487,21865,53.2912,-9.7783,53.3242,-9.9092,0,47
27033An Cnoc Buí,Ireland,1.3,12328,49290,53.3242,-9.9092,53.4271,-9.8417,0,26
27037Cloch na Rón,Ireland,1.2,10262,18978,53.4271,-9.8417,53.3671,-9.9584,0,30
27029Doonloughan,Ireland,1.2,15738,28419,53.3671,-9.9584,53.4083,-10.1841,0,28
27029Doonloughan,Ireland,1.2,12633,35050,53.4083,-10.1841,53.4691,-10.0241,0,37
27038Sillerna,Ireland,1.2,14851,46901,53.4691,-10.0241,53.5571,-10.1917,0,37
27038Sillerna,Ireland,1.6,34820,89381,53.5571,-10.1917,53.6083,-9.6742,0,18
29139Erriff,Ireland,1.6,16758,21505,53.6083,-9.6742,53.6525,-9.9158,0,16
29150/29130Owennadornaun / Bundorragha,Ireland,1.3,12382,14806,53.6525,-9.9158,53.7634,-9.9076,0,25
29147Louisburgh,Ireland,2.3,23927,35486,53.7634,-9.9076,53.8008,-9.5509,0,69
29144Kilmeena,Ireland,2.3,11324,63136,53.8008,-9.5509,53.9012,-9.5767,0,141
29149Newport West,Ireland,2.1,24672,45734,53.9012,-9.5767,53.8708,-9.9476,0,38
29136Dumha Éige,Ireland,1,9842,15861,53.8708,-9.9476,53.9562,-9.91,0,36
29133An Corrán,Ireland,1.1,8771,16179,53.9562,-9.91,53.9125,-9.7992,0,43
29129Ballycroy South,Ireland,1.2,15451,39963,53.9125,-9.7992,54.0333,-9.9142,0,28
29128Ballycroy North,Ireland,1.2,10733,25079,54.0333,-9.9142,54.1183,-9.8375,0,37
29064Cnoc na Ráithe,Ireland,1.1,11399,22029,54.1183,-9.8375,54.0591,-9.9792,0,33
29064Cnoc na Ráithe,Ireland,1.1,7877,14176,54.0591,-9.9792,54.115,-9.9058,0,49
29064Cnoc na Ráithe,Ireland,1.1,13571,33892,54.115,-9.9058,54.2229,-10.0016,0,48
29051An Geata Mór Thuaidh,Ireland,1.1,17028,40429,54.2229,-10.0016,54.0896,-10.1283,0,34
29052An Geata Mór Theas,Ireland,1,16893,24241,54.0896,-10.1283,54.2408,-10.1142,0,26
29051An Geata Mór Thuaidh,Ireland,1,9783,20659,54.2408,-10.1142,54.3029,-10.0084,0,39
29055Béal an Mhuirthead,Ireland,1,8666,19668,54.3029,-10.0084,54.265,-9.8925,0,61
29055Béal an Mhuirthead,Ireland,1.1,7637,21261,54.265,-9.8925,54.2121,-9.9667,0,75
29055Béal an Mhuirthead,Ireland,1.1,14346,30371,54.2121,-9.9667,54.2496,-9.7567,0,45
29061Cnoc na Lobhar,Ireland,1.2,9302,22151,54.2496,-9.7567,54.3008,-9.8692,0,32
29060Cnoc an Daimh,Ireland,1,7041,10582,54.3008,-9.8692,54.3404,-9.7851,0,32
29060Cnoc an Daimh,Ireland,1.1,33654,50952,54.3404,-9.7851,54.3079,-9.2718,0,11
29025Killala,Ireland,1.9,20764,48433,54.3079,-9.2718,54.1371,-9.1451,0,117
31026Kilglass,Ireland,2,18089,24580,54.1371,-9.1451,54.2912,-9.0584,0,134
31039Ballysadare West,Ireland,2.5,36355,53730,54.2912,-9.0584,54.2112,-8.5184,0,112
31038Ballysadare East,Ireland,3,8762,14824,54.2112,-8.5184,54.2525,-8.6326,0,414
31052Kilmacowen,Ireland,3.1,10078,15008,54.2525,-8.6326,54.2741,-8.4826,0,366
31053Knockaree,Ireland,3.4,7104,9658,54.2741,-8.4826,54.3016,-8.5809,0,504
31053Knockaree,Ireland,3.4,5254,12295,54.3016,-8.5809,54.3249,-8.5108,0,621
31048Drumcliff West,Ireland,3.1,11858,22766,54.3249,-8.5108,54.3574,-8.6842,0,268
33007Bundoran Rural,Ireland,2.4,34884,65179,54.3574,-8.6842,54.4975,-8.2041,0,56
33007Bundoran Rural,Ireland,1.4,5425,6540,54.4975,-8.2041,54.5225,-8.2759,0,216
33004Ballintra,Ireland,1.7,17499,36398,54.5225,-8.2759,54.6491,-8.1159,0,122
33017Dunkineely,Ireland,2.1,24674,45236,54.6491,-8.1159,54.5645,-8.4684,0,71
33017Dunkineely,Ireland,2.2,8952,11994,54.5645,-8.4684,54.632,-8.3934,0,70
33017Dunkineely,Ireland,1.9,19048,49759,54.632,-8.3934,54.6162,-8.6867,0,46
33062Málainn Bhig,Ireland,1.2,12239,19860,54.6162,-8.6867,54.6991,-8.8109,0,24
33056Cill Ghabhlaigh,Ireland,1.2,12972,20839,54.6991,-8.8109,54.7703,-8.6518,0,15
33054Inis Caoil,Ireland,1.7,13711,17089,54.7703,-8.6518,54.7541,-8.4409,0,37
33045Dawros,Ireland,1.7,11449,41537,54.7541,-8.4409,54.8312,-8.5584,0,48
33052Na Gleannta,Ireland,1.3,15096,25702,54.8312,-8.5584,54.8399,-8.3242,0,42
33061An Machaire,Ireland,1.3,14389,39292,54.8399,-8.3242,54.9399,-8.4659,0,71
33061An Machaire,Ireland,1.2,6140,10652,54.9399,-8.4659,54.9466,-8.3709,0,123
33064Inis Mhic an Doirn,Ireland,1,10672,22557,54.9466,-8.3709,55.0408,-8.4009,0,100
33039Anagaire,Ireland,1,8019,23872,55.0408,-8.4009,55.0358,-8.2759,0,138
33038Mín an Chladaigh,Ireland,1,13540,27896,55.0358,-8.2759,55.1571,-8.2883,0,83
33036Gort an Choirce,Ireland,1,10255,23775,55.1571,-8.2883,55.1196,-8.1416,0,81
33032Na Croisbhealaí,Ireland,1,15515,24830,55.1196,-8.1416,55.2262,-7.9851,0,64
33033Caisleán na dTuath,Ireland,1.4,13755,41600,55.2262,-7.9851,55.127,-7.8567,0,68
33126Ros Goill,Ireland,1.4,14922,29400,55.127,-7.8567,55.2554,-7.7901,0,56
33123Millford,Ireland,1.5,18443,39717,55.2554,-7.7901,55.0987,-7.6968,0,86
33123Millford,Ireland,1.5,13893,22284,55.0987,-7.6968,55.2233,-7.7059,0,101
33127Rosnakill,Ireland,1.2,6190,11128,55.2233,-7.7059,55.1679,-7.7134,0,117
33113Creamhghort,Ireland,1.2,7529,12228,55.1679,-7.7134,55.2133,-7.8009,0,107
33114Fánaid Thuaidh,Ireland,1.1,12684,21558,55.2133,-7.8009,55.2779,-7.6368,0,44
33114Fánaid Thuaidh,Ireland,1.1,18913,25520,55.2779,-7.6368,55.1216,-7.5209,0,95
33124Rathmelton,Ireland,1.6,21901,39175,55.1216,-7.5209,54.9496,-7.6867,0,261
33106Magheraboy,Ireland,1.7,19438,40020,54.9496,-7.6867,55.0641,-7.4576,0,544
33069Buncrana Rural,Ireland,1.4,25096,36396,55.0641,-7.4576,55.2858,-7.5276,0,262
33067Ballyliffin,Ireland,1.1,17399,36590,55.2858,-7.5276,55.2791,-7.2542,0,76
33066Ardmalin,Ireland,1,14159,20260,55.2791,-7.2542,55.382,-7.3851,0,83
33094Turmone,Ireland,1.2,33556,43616,55.382,-7.3851,55.2366,-6.9225,0,42
95MM02S1,Northern Ireland,2.1,35863,42707,55.2366,-6.9225,55.0062,-7.315,0,338
95MM07W1,Northern Ireland,2.1,17882,25503,55.0062,-7.315,55.0512,-7.0467,0,744
95RR02W1,Northern Ireland,1.8,16767,23212,55.0512,-7.0467,55.1946,-6.9667,0,203
95JJ09W1,Northern Ireland,2,52660,74693,55.1946,-6.9667,55.2279,-6.1417,0,129
95QQ06W1,Northern Ireland,2.4,29135,41425,55.2279,-6.1417,54.9816,-5.9875,0,51
95QQ05W1,Northern Ireland,3.5,27234,64500,54.9816,-5.9875,54.8066,-5.6909,0,245
95GG20S1,Northern Ireland,3.5,25706,38158,54.8066,-5.6909,54.6133,-5.9091,0,2145
95GG20S1,Northern Ireland,3.5,22266,31872,54.6133,-5.9091,54.6762,-5.5817,0,2670
95BB05S2,Northern Ireland,3.2,23412,27814,54.6762,-5.5817,54.485,-5.4308,0,453
95BB15S1,Northern Ireland,2.5,17957,24635,54.485,-5.4308,54.3296,-5.5051,0,116
95BB15S1,Northern Ireland,2.8,22598,39667,54.3296,-5.5051,54.53,-5.5609,0,224
95BB03S2,Northern Ireland,3.4,9673,14351,54.53,-5.5609,54.5812,-5.6817,0,1597
95BB14S1,Northern Ireland,3.4,23509,61881,54.5812,-5.6817,54.37,-5.6826,0,841
95NN22W1,Northern Ireland,3.1,7315,10026,54.37,-5.6826,54.3813,-5.5717,0,477
95NN22W1,Northern Ireland,3.2,8601,13138,54.3813,-5.5717,54.3092,-5.5241,0,300
95NN01S1,Northern Ireland,2.9,13205,21725,54.3092,-5.5241,54.2221,-5.6617,0,175
95NN14S2,Northern Ireland,2.7,12215,20881,54.2221,-5.6617,54.28,-5.8209,0,346
95NN14S2,Northern Ireland,2.6,20242,25770,54.28,-5.8209,54.1033,-5.8942,0,254
95VV04W1,Northern Ireland,2.3,14306,15908,54.1033,-5.8942,54.022,-6.0634,0,141
95VV07S1,Northern Ireland,2.2,17019,25430,54.022,-6.0634,54.1079,-6.2784,0,413
10026Drummullagh,Ireland,2.2,17134,23663,54.1079,-6.2784,53.9779,-6.1384,0,394
10031Jenkinstown,Ireland,2.4,17555,24232,53.9779,-6.1384,54.0133,-6.3992,0,349
10038Dysart,Ireland,3.1,27205,40292,54.0133,-6.3992,53.7942,-6.2159,0,320
10003West Gate,Ireland,4,12070,18521,53.7942,-6.2159,53.7141,-6.3392,0,642
10003West Gate,Ireland,4.3,24894,35500,53.7141,-6.3392,53.5525,-6.0791,0,563
04033Rush,Ireland,4,13010,36653,53.5525,-6.0791,53.4625,-6.2042,0,2616
04032Portmarnock South,Ireland,4.1,15297,27550,53.4625,-6.2042,53.3592,-6.0525,0,2882
02077North Dock B,Ireland,3.9,11996,16741,53.3592,-6.0525,53.3566,-6.2326,0,7308
05052Dún Laoghaire-West Central,Ireland,3.9,13432,27796,53.3566,-6.2326,53.2708,-6.0909,0,7048
15056Kilcoole,Ireland,4.6,34373,41082,53.2708,-6.0909,52.9675,-5.9942,0,849
14050Ford,Ireland,3,73303,86579,52.9675,-5.9942,52.3467,-6.3559,0,131
14092Ardcavan,Ireland,3,10367,21414,52.3467,-6.3559,52.3542,-6.5075,0,393
14100Drinagh,Ireland,2.8,10019,14359,52.3542,-6.5075,52.2771,-6.4317,0,458
14100Drinagh,Ireland,2.7,7776,13054,52.2771,-6.4317,52.3341,-6.3658,0,504
14119St. Helen's,Ireland,2.6,10963,15986,52.3341,-6.3658,52.2408,-6.3143,0,321
14114Lady's Island,Ireland,2.1,8397,9837,52.2408,-6.3143,52.1712,-6.3617,0,84
14114Lady's Island,Ireland,2.6,15634,31083,52.1712,-6.3617,52.1687,-6.5901,0,100
14097Bannow,Ireland,2.5,14268,32064,52.1687,-6.5901,52.2033,-6.7909,0,107
14097Bannow,Ireland,2.4,6983,12581,52.2033,-6.7909,52.2637,-6.7633,0,187
14088Templetown,Ireland,2.6,19325,36619,52.2637,-6.7633,52.1221,-6.9267,0,94
14067Ballyhack,Ireland,3,13550,18707,52.1221,-6.9267,52.2413,-6.9667,0,373
25081Rathmoylan,Ireland,2.9,12880,19656,52.2413,-6.9667,52.1313,-7.025,0,472
25029Dungarvan Rural,Ireland,3.1,42485,75783,52.1313,-7.025,52.1054,-7.6434,0,206
25002Dungarvan No. 2 Urban,Ireland,3.6,9207,21265,52.1054,-7.6434,52.0533,-7.5392,0,205
25020Baile Mhac Airt,Ireland,3.7,7460,8874,52.0533,-7.5392,51.9933,-7.5875,0,217
25020Baile Mhac Airt,Ireland,3.5,11975,15737,51.9933,-7.5875,51.9379,-7.7367,0,110
25090Grange,Ireland,3.3,12000,19657,51.9379,-7.7367,51.9929,-7.8867,0,143
25092Templemichael,Ireland,3.4,12455,28092,51.9929,-7.8867,51.8816,-7.8692,0,177
,,,,,,,,,,
2A163,France,2.1,20237,40545,41.4745,9,41.5558,8.7862,0,12
2A035,France,2.4,18540,32517,41.5558,8.7862,41.6904,8.9134,0,57
2A189,France,2.6,22166,35374,41.6904,8.9134,41.7408,8.6588,0,50
2A098,France,3.7,21060,39955,41.7408,8.6588,41.8942,8.8029,0,400
2A130,France,4,16365,24608,41.8942,8.8029,41.8933,8.6079,0,537
2A004,France,4.2,7820,12034,41.8933,8.6079,41.9617,8.5904,0,618
2A004,France,3.8,16337,24226,41.9617,8.5904,42.0483,8.7471,0,471
2A065,France,3.4,19244,32950,42.0483,8.7471,42.1458,8.5579,0,72
2A212,France,2.4,10371,25404,42.1458,8.5579,42.2371,8.5391,0,18
2A212,France,2.1,13230,16365,42.2371,8.5391,42.2658,8.6929,0,14
2A198,France,2.1,17097,36124,42.2658,8.6929,42.3683,8.5412,0,11
2B121,France,2,11067,21217,42.3683,8.5412,42.4166,8.6571,0,5
2B050,France,1.9,19548,37230,42.4166,8.6571,42.5838,8.7225,0,43
2B316,France,1.9,25083,47420,42.5838,8.7225,42.6404,9.0149,0,80
2B314,France,1.9,13674,21275,42.6404,9.0149,42.7321,9.1233,0,60
2B314,France,2.7,15873,25894,42.7321,9.1233,42.6762,9.2991,0,52
2B233,France,2.3,36110,49539,42.6762,9.2991,42.9958,9.3421,0,178
2B086,France,1.5,7732,9743,42.9958,9.3421,43.0196,9.43,0,20
2B346,France,2,101711,118063,43.0196,9.43,42.12,9.5537,0,106
2B277,France,1.4,22313,28862,42.12,9.5537,41.9583,9.3996,0,65
2B283,France,1.9,29617,37897,41.9583,9.3996,41.695,9.4021,0,55
2A247,France,2.1,14435,33437,41.695,9.4021,41.6041,9.2813,0,117
2A247,France,2.4,7427,13794,41.6041,9.2813,41.5925,9.3679,0,199
2A041,France,2.4,28495,59434,41.5925,9.3679,41.365,9.2196,0,63